"link","nazwa","cena","marka","srednia_ocena","liczba_ocen","typ_produktu","skladniki","alergeny"
"https://www.hebe.pl/when-simply-koreanska-maska-rozjasniajaca-do-twarzy-23ml-000000000000310440.html","Koreańska maska rozjaśniająca do twarzy",14.99,"When",5,12,"Maseczki","Aqua (Water), Glycerin, Butylene Glycol, Niacinamide, Sodium Hyaluronate, Polysorbate 20, Phenoxyethanol, Arginine, Carbomer, 1, 2-Hexanediol, Allantoin, Aloe Barbadensis Leaf Extract, Disodium Edta, Magnesium Ascorbyl Phosphate, Illicium Verum (Anise) Fruit Extract, Parfum (Fragrance), Limonene","fragrance"
"https://www.hebe.pl/cell-by-cell-delikatny-puder-enzymatyczny-do-twarzy-zluszczajacy-martwy-naskorek-60-g-71824393.html","Delikatny puder enzymatyczny do twarzy złuszczający martwy naskórek",99.99,"Cell by cell",NA,NA,"Musy, pudry i kostki do mycia","Zea Mays (Corn) Starch, Sodium Cocoyl Isethionate, Sodium Lauroyl Glut Amate, Papain(1, 000ppm), Aloe Barbadensis Leaf Juice, Opuntia Ficus-Indica Stem Extrac T, Allantoin, Collagen, Sorbitol, Ascorbyl Palmitate, Isopropyl Palmitate, Citrus Grandis(Grapef Ruit) Seed Extract, Pollen Extract, Titanium Dioxide, Citric Acid, Disodium Edta",NA
"https://www.hebe.pl/bergamo-maska-do-twarzy-z-noni-25-ml-000000000000485734.html","Maska do twarzy z noni",9.99,"Bergamo",NA,NA,"Maseczki","Skład Aqua, Glycerin, Alcohol, Sodium Hyaluronate, Butylene Glycol, Propylene Glycol, Hyaluronic Acid, Allantoin, Adenosine, Camellia Sinensis Leaf Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Aloe Barbadensis Leaf Extract, Adansonia Digitata Seed Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Morus Alba Bark Extract, Lycium Chinense Fruit Extract, Xanthan Gum, Peg-60 Hydrogenated Castor Oil, Disodium Edta, 1, 2-Hexanediol, Phenoxyethanol, Carbomer, Parfum","alcohol, propylene glycol"
"https://www.hebe.pl/heimish-podklad-w-formie-cushion-w-odcieniu-25-medium-beige-13-g-73506585.html","Podkład w formie cushion w odcieniu 25 medium beige",101.52,"Heimish",NA,NA,"Podkłady","Water, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Cyclopentasiloxane, Ethylhexyl Salicylate, Cyclohexasiloxane, C12-15 Alkyl Benzoate, Glycerin, Niacinamide, Octocrylene, Bis-Diglyceryl Polyacyladipate-2, Peg-30 Dipolyhydroxystearate, Zinc Oxide, Peg-10 Dimethicone, Butylene Glycol, Sodium Chloride, Quaternium-18 Bentonite, Dimethicone, Rosa Canina Fruit Extract, Thymus Vulgaris (Thyme) Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Origanum Majorana Leaf Extract, Copernicia Cerifera (Carnauba) Wax, Chlorphenesin, Triethoxycaprylylsilane, Aluminum Hydroxide, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Adenosine, Parfum, Linalool, Benzyl Salicylate, Limonene, Geraniol, (+/-) Iron Oxides(Ci77492, Ci77491, Ci77499)",NA
"https://www.hebe.pl/purederm-biodegradowalna-maska-w-plachcie-do-twarzy-23-g-000000000000473283.html","Biodegradowalna maska w płachcie do twarzy",9.99,"Purederm",5,1,"Maseczki","Aqua, Glycerin, Methylpropanediol, Hydroxyacetophenone, Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Portulaca Oleracea Extract, Menthyl Lactate, Bakuchiol, Hydrogenated Phosphatidylcholine, Caprylic/ Capric Triglyceride, Asiaticoside, Madecassic Acid, Asiatic Acid, Centella Asiatica Extract, Sucrose Stearate, Madecassoside, Cholesterol, Citrullus Lanatus (Watermelon) Fruit Extract, Aloe Barbadensis Leaf Extract, Polyglutamic Acid, Soluble Collagen, Panthenol, Allantoin, Betaine, Disodium Edta, Peg-60 Hydrogenated Castor Oil, Tromethamine, Carbomer, Xanthan Gum, 1, 2-Hexanediol, Ci 17200, Parfum",NA
"https://www.hebe.pl/cosrx-maska-do-ust-na-noc-20-g-000000000000476560.html","Maska do ust na noc",89.99,"Cosrx",5,2,"Maseczki","Petrolatum, Hydrogenated Polyisobutene, Diisostearyl Malate, Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Butyrospermum Parkii (Shea) Butter, Microcrystalline Wax, Sorbitan Sesquioleate, Ethylene/Propylene/Styrene Copolymer, Euphorbia Cerifera (Candelilla) Wax, Helianthus Annuus (Sunflower) Seed Oil, Butylene/Ethylene/Styrene Copolymer, Ethylhexylglycerin, Glycine Soja (Soybean) Oil, Eclipta Prostrata Extract, Beeswax, Water, Butylene Glycol, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Honey Extract, Melia Azadirachta Leaf Extract, Bixa Orellana Seed Oil, Royal Jelly Extract, Glycerin, Moringa Oleifera Seed Oil, Propolis Extract, 1, 2-Hexanediol, Tocopherol, Saccharomyces Ferment, Honey",NA
"https://www.hebe.pl/clio-paletka-neutralnych-cieni-do-powiek-02-rosy-haze-4-g-73506540.html","Paletka neutralnych cieni do powiek",79.92,"Clio",NA,NA,"Paletki cieni","Talc, Mica (Ci 77019), Iron Oxides (Ci 77492), Nylon-12, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499), Octyldodecyl Stearoyl Stearate, Phenyl Trimethicone, Silica, Methylpropanediol, Triethoxycaprylylsilane, Magnesium Stearate, Diisostearyl Malate, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Dimethicone, Propanediol, Hydrogenated Lecithin, Methicone, Magnesium Myristate, Aqua, Calcium Aluminum Borosilicate, Calcium Titanium Borosilicate, Caprylic/Capric Triglyceride, Bis-Diglyceryl Polyacyladipate-2, Acrylates Copolymer, Diphenyl Dimethicone/Vinyl Diphenyl Dimethicone/Silsesquioxane Crosspolymer, Sorbitan Sesquiisostearate, Tin Oxide (Ci 77861), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140), Macadamia Ternifolia Seed Oil, Hydrogenated Castor Oil Isostearate, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Aluminum Starch Octenylsuccinate, Octyldodecanol, Manganese Violet (Ci 77742)",NA
"https://www.hebe.pl/mizon-jablkowy-peeling-do-twarzy-120-ml-000000000000424400.html","Jabłkowy peeling do twarzy",41.99,"Mizon",5,7,"Peelingi do twarzy","Water, Cellulose, Pyrus Malus (Apple) Fruit Extract (1, 000 Ppm), Butylene Glycol, Dipropylene Glycol, Propylene Glycol, Hydroxyacetophenone, Polysorbate 20, Caprylic/Capric Triglyceride, Caprylyl Glycol, Adenosine, 1, 2-Hexanediol, Disodium Edta, Propanediol, Centella Asiatica Extract, Houttuynia Cordata Extract, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Carbomer, Fragrance","fragrance, propylene glycol"
"https://www.hebe.pl/haruharu-wonder-odzywczy-olejek-do-twarzy-z-czarnym-ryzem-30-ml-47911412.html","Odżywczy olejek do twarzy z czarnym ryżem",105.22,"Haruharu Wonder",5,1,"Haruharu Wonder Black Rice","Oryza Sativa (Rice) Bran Oil, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, Triolein, Jojoba Oil/Macadamia Seed Oil Esters, Heptyl Undecylenate, Camellia Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tocopherol, Glyceryl Dioleate, Lavandula Angustifolia (Lavender) Oi",NA
"https://www.hebe.pl/haruharu-wonder-lekki-krem-przeciwsloneczny-z-ekstraktem-z-czarnego-ryzu-spf-50-pa-50-ml-62150332.html","Lekki krem przeciwsłoneczny z ekstraktem z czarnego ryżu spf 50+ pa++++",77.92,"Haruharu Wonder",5,2,"Kremy z filtrem UV","Water, Dibutyl Adipate, Propanediol, Butyloctyl Salicylate, Ethylhexyl Triazone, Terephthalylidene Dicamphor Sulfonic Acid, Glycerin, Niacinamide, Tromethamine, Polyglyceryl-3 Distearate, 1, 2-Hexanediol, Pentylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Cetearyl Alcohol, Caprylyl Methicone, Polysilicone-15, Stellaria Media (Chickweed) Extract, Helianthus Annuus (Sunflower) Flower Extract, Vaccinium Vitis-Idaea Fruit Extract, Oryza Sativa (Rice) Extract, Bellis Perennis (Daisy) Flower Extract, Houttuynia Cordata Extract, Oryza Sativa (Rice) Bran Oil, Hydrogenated Lecithin, Polymethylsilsesquioxane, Palmitic Acid, Butylene Glycol, Stearic Acid, Glyceryl Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Potassium Cetyl Phosphate, Poly C10-30 Alkyl Acrylate, Methylpropanediol, Carbomer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Stearate Citrate, Ethylhexylglycerin, Adenosine, Polyether-1, Myristic Acid, Biosaccharide Gum-1, Tocopherol, Moringa Oleifera Seed Oil, Ceramide Np, Phytosphingosine, Phenethyl Alcohol, Sodium Chloride, Disodium Phosphate, Potassium Chloride, Potassium Phosphate","alcohol"
"https://www.hebe.pl/cosrx-kojace-platki-do-twarzy-70-szt.-1-opak.-000000000000476576.html","Kojące płatki do twarzy",108.99,"Cosrx",5,6,"Preparaty punktowe na wypryski","Salix Alba (Willow) Bark Water, Butylene Glycol, Glycerin, Betaine Salicylate, 1, 2-Hexanediol, Arginine, Peg-60 Hydrogenated Castor Oil, Panthenol, Allantoin, Ethyl Hexanediol, Citrus Aurantium Dulcis (Orange) Peel Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Hydroxide, Sodium Hyaluronate",NA
"https://www.hebe.pl/purederm-weganska-maska-zelowa-na-usta-25-g-000000000000490515.html","Wegańska maska żelowa na usta",9.99,"Purederm",NA,NA,"Maseczki","Aqua, Glycerin, Methylpropanediol, Chondrus Crispus Extract, Ceratonia Siliqua (Carob) Gum, Allantoin, Panthenol, Triethylhexanoin, Soluble Collagen, Portulaca Oleracea Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Beta-Glucan, Sodium Hyaluronate, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Butyrospermum Parkii (Shea) Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Cellulose Gum, Xanthan Gum, Potassium Chloride, Sucrose, Titanium Dioxide (Ci 77891), Peg-60 Hydrogenated Castor Oil, 1, 2-Hexanediol, Hydroxyacetophenone, Glyceryl Caprylate, Disodium Edta, Parfum.",NA
"https://www.hebe.pl/round-lab-odzywczy-krem-do-twarzy-80-ml-000000000000530093.html","Odżywczy krem do twarzy",119.99,"Round LAB",5,2,"Kremy do twarzy","Water, Glycerin, Ethylhexyl Stearate, Hydrogenated Polyisobutene, Polyglyceryl-3 Distearate, Diisostearyl Malate, Caprylic/Capric Triglyceride, Butylene Glycol, Vinyl Dimethicone, Hydrogenated Coco-Glycerides, 1, 2-Hexanediol, Glycine Max (Soybean) Seed Extract(10, 000ppm), Ceramide Np, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Panthenol, Curcuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Corallina Officinalis Extract, Glyceryl Stearate, Pentylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Boron Nitride, Palmitic Acid, Hydroxyacetophenone, Stearic Acid, Glyceryl Stearate Citrate, Dipotassium Glycyrrhizate, Ethylhexylglycerin, Hydrogenated Lecithin, Adenosine, Tromethamine, Sorbitan Isostearate, Dextrin, Cetearyl Alcohol, Xanthan Gum, Carbomer, Disodium Edta, Theobroma Cacao (Cocoa) Seed Extract","alcohol"
"https://www.hebe.pl/pyunkang-yul-nawilzajacy-zel-do-twarzy-60-ml-54532451.html","Nawilżający żel do twarzy",65.91,"Pyunkang Yul",5,2,"Kremy do twarzy","Astragalus Membranaceus Root Extract, Polysorbate 80, Peg-150 Distearate, 1, 2-Hexanediol, Polysorbate 20, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Caprylate",NA
"https://www.hebe.pl/beauugreen-nawilzajaca-maska-w-plachcie-do-twarzy-23-g-000000000000436311.html","Nawilżająca maska w płachcie do twarzy",7.99,"Beauugreen",NA,NA,"Maseczki","Aqua, Glycerin, Butylene Glycol, Cetyl Ethylhexanoate, Xanthan Gum, Chlorphenesin, Phenoxyethanol, Aloe Barbadensis Leaf Juice Powder, Allantoin, Niacinamide, Peg-60 Hydrogenated Castor Oil, Ethylhexyl Palmitate, Disodium Edta, Portulaca Oleracea Extract, Ceteareth-20, Ceteareth-12, Cetearyl Alcohol, Hamamelis Virginiana (Witch Hazel) Extract, Dipotassium Glycyrrhizate, Parfum, Tocopheryl Acetate, Glyceryl Stearate, Cetyl Palmitate, Sodium Hyaluronate, Boswellia Serrata Resin Extract, Aqua, Glycerin, Butylene Glycol, Cetyl Ethylhexanoate, Xanthan Gum, Chlorphenesin, Phenoxyethanol, Aloe Barbadensis Leaf Juice Powder, Allantoin, Niacinamide, Peg-60 Hydrogenated Castor Oil, Ethylhexyl Palmitate, Disodium Edta, Portulaca Oleracea Extract, Ceteareth-20, Ceteareth-12, Cetearyl Alcohol, Hamamelis Virginiana (Witch Hazel) Extract, Dipotassium Glycyrrhizate, Parfum, Tocopheryl Acetate, Glyceryl Stearate, Cetyl Palmitate, Sodium Hyaluronate, Boswellia Serrata Resin Extract,","alcohol"
"https://www.hebe.pl/stay-well-lekki-kojacy-krem-z-olejkiem-drzewa-herbacianego-do-twarzy-50-ml-000000000000414124.html","Lekki kojący krem z olejkiem drzewa herbacianego do twarzy",89.99,"Stay Well",5,5,"Kremy do twarzy","Aqua (Water), Butylene Glycol, Caprylic/Capric Triglyceride, Glycerin, 1, 2-Hexanediol, C14-22 Alcohols, Butylene Glycol Dicaprylate/Dicaprate, Glyceryl Stearate, Butyrospermum Parkii (Shea) Butter, C12-20 Alkyl Glucoside, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetyl Alcohol, Polyisobutene, Carbomer, Tromethamine, Stearyl Alcohol, Panthenol, Ethylhexylglycerin, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sorbitan Oleate, Caprylyl/Capryl Glucoside, Myristyl Alcohol, Disodium Edta, Phyllostachys Nigra Leaf Extract, Lauryl Alcohol, Bambusa Vulgaris Water, Glucose, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lavandula Angustifolia (Lavender) Flower Extract, Mentha Piperita (Peppermint) Leaf Extract, Monarda Didyma Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Freesia Refracta Extract, Limonene","alcohol"
"https://www.hebe.pl/missha-nawilzajaca-maska-do-twarzy-na-noc-10-g-000000000000420869.html","Nawilżająca maska do twarzy na noc",11.99,"Missha",5,4,"Maseczki","Water, Butylene Glycol, Glycerin, Phenyl Trimethicone, Hydrogenated Polyisobutene, Dicaprylyl Carbonate, Polyglyceryl-3 Methylglucose Distearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Polyacrylate, Dipropylene Glycol, Hydrolyzed Jojoba Esters, Hydroxyacetophenone, Cetearyl Olivate, C12-16 Alcohols, Sorbitan Olivate, Caprylyl Glycol, Palmitic Acid, Hydrogenated Lecithin, Ethylhexylglycerin, Polyquaternium-51, Parfum, Morinda Citrifolia Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract, Sodium Phytate, 1, 2-Hexanediol, Coptis Japonica Root Extract, Dipotassium Glycyrrhizate","alcohol, propylene glycol"
"https://www.hebe.pl/mary-may-serum-do-twarzy-o-dzialaniu-uspokajajacym-i-kojacym-30-ml-54532512.html","Serum do twarzy o działaniu uspokajającym i kojącym",60.63,"Mary & May",NA,NA,"Serum, esencje i ampułki","Centella Asiatica Extract, Glycereth-26, 1, 2-Hexanediol, Arginine, Carbomer, Ethylhexylglycerin, Caprylyl Glycol",NA
"https://www.hebe.pl/anua-nawilzajacy-krem-do-twarzy-z-niacynamidem-50-ml-000000000000559245.html","Nawilżający krem do twarzy z niacynamidem",139.99,"Anua",4,1,"Kremy do twarzy","Aqua(Water), Glycerin, Methylpropanediol, Niacinamide, 1, 2-Hexanediol, Prunus Persica (Peach) Fruit Extract, Lactobacillus Ferment, Isododecane, Propanediol, Hydrogenated Polydecene, Panthenol, Polymethylsilsesquioxane, Polyglyceryl-3 Methylglucose Distearate, Jojoba Esters, Vinyl Dimethicone, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Dimethiconol, Parfum(Fragrance), Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyacetophenone, Tromethamine, Coptis Japonica Root Extract, Butylene Glycol, Ethylhexylglycerin, Adenosine, Sodium Hyaluronate, Disodium Edta, Cyanocobalamin, Prunus Persica (Peach) Flower Extract, Saccharomyces Ferment Filtrate, Tocopherol, Soluble Collagen, Ceramide Np, Pectin, Maltodextrin, Hydrolyzed Vegetable Protein, Galactomyces Ferment Filtrate, Bifida Ferment Lysate","fragrance"
"https://www.hebe.pl/muldream-naprawczy-krem-do-twarzy-50-ml-000000000000431059.html","Naprawczy krem do twarzy",62.99,"Muldream",5,7,"Kremy do twarzy","Water, Butylene Glycol, Caprylic/Capric Triglyceride, Triethylhexanoin, Niacinamide, Acetyl Hexapeptide-8, Cetearyl Alcohol, Cetearyl Glucoside, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sorbitan Isostearate, Ethylhexylglycerin, Caprylyl Glycol, Propanediol, Disodium Edta, 1, 2-Hexanediol","alcohol"
"https://www.hebe.pl/some-by-mi-przeciwstarzeniowy-krem-pod-oczy-30-ml-59221006.html","Przeciwstarzeniowy krem pod oczy",108.79,"Some By Mi",3,1,"Kremy i serum pod oczy","Water, Glycerin, Caprylic/Capric Triglyceride, Dimethicone, Polysorbate 60, Niacinamide, Methylpropanediol, Cetyl Alcohol, Polymethylsilsesquioxane, Centella Asiatica Extract, Dioscorea Japonica Root Extract, Piper Methysticum Leaf/Root/Stem Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Panax Ginseng Berry Extract, Artemisia Capillaris Extract, Ganoderma Lucidum (Mushroom) Stem Extract, Chlorella Vulgaris Extract, Glycine Soja (Soybean) Seed Extract, Nymphaea Alba Flower Extract, Elaeis Guineensis (Palm) Oil, Hydrogenated Lecithin, Sodium Hyaluronate, 1, 2-Hexanediol, Dimethicone/Vinyl Dimethicone Crosspolymer, Panthenol, Bht, Cyclopentasiloxane, Steareth-21, Peg-10 Dimethicone/Vinyl Dimethicone Crosspolymer, Polyacrylamide, Steareth-2, Isohexadecane, Carbomer, Hydroxyacetophenone, C13-14 Isoparaffin, Tromethamine, Palmitic Acid, Polyquaternium-51, Stearic Acid, Polysorbate 20, Retinol(0.1%), Ethylhexylglycerin, Glyceryl Caprylate, Tocopheryl Acetate, Polyglyceryl-10 Myristate, Peg-30 Dipolyhydroxystearate, Hydroxyethylcellulose, Glycosyl Trehalose, Beta-Glucan, Glyceryl Polymethacrylate, Laureth-7, Butylene Glycol, Disodium Edta, Hydrogenated Starch Hydrolysate, Adenosine, Raffinose, Dipotassium Glycyrrhizate, Lecithin, Tocopherol, Pentylene Glycol, Bha, Myristic Acid, Tranexamic Acid, Propanediol, Dipropylene Glycol, Disodium Phosphate, Caprylyl Glycol, Collagen, Madecassic Acid, Biosaccharide Gum-1, Asiaticoside, Sodium Palmitoyl Proline, Leuconostoc/Radish Root Ferment Filtrate, Asiatic Acid, Glutathione, Retinal, Madecassoside, Sodium Phosphate, Ferulic Acid, Acetyl Hexapeptide-8, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Tetrahydropiperine, Phloretin, Arginine, Fragrance","fragrance, alcohol, propylene glycol"
"https://www.hebe.pl/purito-wysokowydajny-krem-przeciwsloneczny-spf50-pa-15-ml-000000000000559258.html","Wysokowydajny krem przeciwsłoneczny spf50+ pa++++",39.99,"Purito",5,1,"Kremy z filtrem UV","Water, Propanediol, ​dibutyl Adipate, Dicaprylyl Carbonate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Amylopectin, Butylene Glycol, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Glycerin, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Sodium Acrylates Crosspolymer-2, Carbomer, Tromethamine, Decyl Glucoside, Acrylates/​c10-30 Alkyl Acrylate Crosspolymer, (-)-Alpha-Bisabolol, Panthenol, Caprylhydroxamic Acid, Centella Asiatica Extract, Tocopherol, Ceramide Np, Dipropylene Glycol, Cholesterol, Propylene Glycol, Xanthan Gum, Glyceryl Stearate, Ceramide As, Ceramide Ap, Ceramide Ns, Hydrogenated Lecithin, Ceramide Eop","alcohol, propylene glycol"
"https://www.hebe.pl/muldream-lagodzaca-emulsja-do-twarzy-110-ml-000000000000431015.html","Łagodząca emulsja do twarzy",109.99,"Muldream",5,10,"Serum, esencje i ampułki","Water, Dipropylene Glycol, Butylene Glycol, Glycerin, Macadamia Ternifolia Seed Oil, Centella Asiatica Extract, Sodium Hyaluronate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Betaine, Adenosine, Disodium Edta, Panthenol, Portulaca Oleracea Extract, Oryza Sativa (Rice) Bran Water, Niacinamide, Madecassoside, Asiaticoside, Ceramide Np, Magnesium Ascorbyl Phosphate, Beta-Glucan, Anthemis Nobilis Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Oenothera Biennis (Evening Primrose) Oil, Linum Usitatissimum (Linseed) Seed Oil, Sorbitan Isostearate, Ethylhexylglycerin, Caprylyl Glycol, Propanediol, 1, 2-Hexanediol","propylene glycol"
"https://www.hebe.pl/mizon-regenerujacy-krem-do-twarzy-45-ml-000000000000424346.html","Regenerujący krem do twarzy",41.99,"Mizon",5,6,"Kremy do twarzy","Water, Butylene Glycol, Cyclopentasiloxane, Glycerin, Bis-Peg-18 Methyl Ether Dimethyl Silane, Snail Secretion Filtrate(8, 000ppm), Cyclohexasiloxane, Hydroxyacetophenone, Glycosyl Trehalose, Phenoxyethanol, Carbomer, Triethanolamine, Hydroxyethylcellulose, Polysorbate 20, Hydrogenated Starch Hydrolysate, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone, Niacinamide, Ethylhexylglycerin, Adenosine, Leontopodium Alpinum Callus Culture Extract, Allantoin, Panthenol, Disodium Edta, 1, 2-Hexanediol, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Camellia Sinensis Leaf Extract, Betula Alba Juice, Sodium Polyacrylate, Sodium Hyaluronate, Bht, Nelumbo Nucifera Root Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Centella Asiatica Extract, Caffeine, Helichrysum Italicum Extract, Copper Tripeptide-1, Acetyl Hexapeptide-8, Palmitoyl Pentapeptide-4, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Tripeptide-1, Tripeptide-2, Tripeptide-3, Acetyl Octapeptide-3",NA
"https://www.hebe.pl/stay-well-weganska-maska-w-plachcie-do-twarzy-1-szt.-000000000000414115.html","Wegańska maska w płachcie do twarzy",11.99,"Stay Well",5,3,"Maseczki","Aqua (Water), Glycerin, Methylpropanediol, Allantoin, Betaine, Salvia Officinalis (Sage) Leaf Extract, Lavandula Angustifolia (Lavender) Flower Extract, Rosmarinus Officinalis (Rosemary) Extract, Chamomilla Recutita (Matricaria) Flower Extract, Cymbopogon Schoenanthus Extract, Rubus Idaeus (Raspberry) Fruit Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Euterpe Oleracea Fruit Extract, Vaccinium Myrtillus Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Ribes Nigrum (Black Currant) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Aloe Barbadensis Leaf Extract, Centella Asiatica Extract, Camellia Sinensis Leaf Extract, Cannabis Sativa Seed Oil, Tocopheryl Acetate, Ascorbic Acid, Sodium Citrate, Polyglyceryl-4 Caprate, Hydroxyethylcellulose, 1, 2-Hexanediol, Hydroxyacetophenone, Disodium Edta, Parfum",NA
"https://www.hebe.pl/pyunkang-yul-platki-tonizujace-do-twarzy-70-szt.-1-opak.-54532305.html","Płatki tonizujące do twarzy",70.31,"Pyunkang Yul",5,3,"Toniki i hydrolaty","Purified Water, Butylene Glycol, Propanediol, Glycerin, Allantoin, Pentylene Glycol, Panthenol, Dipropylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Salix Alba (Willow) Bark Extract, 1, 2-Hexanediol, Gluconolactone, Sodium Hyaluronate, Bambusa Vulgaris Extract, Cetylethylhexanoate, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Lonicera Japonica (Honeysuckle) Flower Extract, Centella Asiatica Extract, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, C12-14 Pareth-12, Madecassoside, Madecasic Acid, Asiaticoside, Asiatic Acid, Citric Acid, Polyglyceryl-10 Myristate, Ethylhexylglycerin, Disodium Edta, Caprylyl Glycol, Hydroxyacetophenone","propylene glycol"
"https://www.hebe.pl/muldream-balansujace-serum-tonik-do-twarzy-110-ml-000000000000431034.html","Balansujące serum-tonik do twarzy",109.99,"Muldream",5,5,"Serum, esencje i ampułki","Water, Glycerin, Butylene Glycol, Purslane Extract, Panthenol, Beta-Glucan, Betaine, Allantoin, Sodium Hyaluronate, Madecassoside, Asiaticoside, Evening Primrose Oil, Ceramide Np, Flaxseed Oil, Adenosine, Hydroxy Ethyl Cellulose, Acrylate/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Propanediol, Glyceryl Acrylate/Acrylic Acid Copolymer, Tromethamine, C12-14 Pareth-12, 1, 2- Hexanediol, Ethylhexyl Glycerin, Disodium Edita, Fragrance","fragrance"
"https://www.hebe.pl/enough-podklad-do-twarzy-przeciwstarzeniowy-ze-sluzem-slimaka-100-ml-69049945.html","Podkład do twarzy przeciwstarzeniowy ze śluzem ślimaka",58.99,"Enough",5,1,"Makijaż","Purified Water, Cyclopentasiloxane, Titanium Dioxide, Cyclohexasiloxane, Glycerin, Caprylic / Capric Triglyceride, Dimethicone, Butylene Glycol, Cetyl Peg/Ppg-10/1 Dimethicone, Sorbitan Sesquioleate, Ozokerite, Sodium Chloride, Dimethicone/Vinyl Dimethicone Crosspolymer, Yellow Iron Oxide, Sodium Hyaluronate, Magnesium Aluminum Silicate, Stearalkonium Hectorite, Red Iron Oxide, Black Iron Oxide, Beta-Glucan, Triethoxycaprylylsilane, Fragrance, Snail Mucilage Filtrate (1000ppm), Hydrolyzed Collagen, Betaine, Centrimonium Chloride","fragrance"
"https://www.hebe.pl/dermal-kojaca-maska-do-twarzy-w-plachcie-25-ml-000000000000478834.html","Kojąca maska do twarzy w płachcie",5.99,"Dermal",5,1,"Maseczki","Aqua, Glycerin, Propanediol, Ethanol, 1, 2-Hexanediol, Panthenol, Betaine, Sodium Hyaluronate, Tromethamine, Cetearyl Olivate, Sorbitan Olivate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Biosaccharide Gum-1, Carbomer, Ethylhexylglycerin, Butylene Glycol, Kefir Grain Extract, Parfum",NA
